"","namefile","size","masking","sampling","source","method","Count.Train","Count.Test","NoOfCoef","preProc","model","results.Accuracy","results.Kappa","test.Accuracy","test.Kappa","test.AccuracyLower","test.AccuracyUpper","test.AccuracyNull","test.AccuracyPValue","test.McnemarPValue","testCM.Class.Non.rice.Sensitivity","testCM.Class.Reproductive.Sensitivity","testCM.Class.Ripening.Sensitivity","testCM.Class.Vegetative.Sensitivity","testCM.Class.Non.rice.Specificity","testCM.Class.Reproductive.Specificity","testCM.Class.Ripening.Specificity","testCM.Class.Vegetative.Specificity","testCM.Class.Non.rice.Pos.Pred.Value","testCM.Class.Reproductive.Pos.Pred.Value","testCM.Class.Ripening.Pos.Pred.Value","testCM.Class.Vegetative.Pos.Pred.Value","testCM.Class.Non.rice.Neg.Pred.Value","testCM.Class.Reproductive.Neg.Pred.Value","testCM.Class.Ripening.Neg.Pred.Value","testCM.Class.Vegetative.Neg.Pred.Value","testCM.Class.Non.rice.Precision","testCM.Class.Reproductive.Precision","testCM.Class.Ripening.Precision","testCM.Class.Vegetative.Precision","testCM.Class.Non.rice.Recall","testCM.Class.Reproductive.Recall","testCM.Class.Ripening.Recall","testCM.Class.Vegetative.Recall","testCM.Class.Non.rice.F1","testCM.Class.Reproductive.F1","testCM.Class.Ripening.F1","testCM.Class.Vegetative.F1","testCM.Class.Non.rice.Prevalence","testCM.Class.Reproductive.Prevalence","testCM.Class.Ripening.Prevalence","testCM.Class.Vegetative.Prevalence","testCM.Class.Non.rice.Detection.Rate","testCM.Class.Reproductive.Detection.Rate","testCM.Class.Ripening.Detection.Rate","testCM.Class.Vegetative.Detection.Rate","testCM.Class.Non.rice.Detection.Prevalence","testCM.Class.Reproductive.Detection.Prevalence","testCM.Class.Ripening.Detection.Prevalence","testCM.Class.Vegetative.Detection.Prevalence","testCM.Class.Non.rice.Balanced.Accuracy","testCM.Class.Reproductive.Balanced.Accuracy","testCM.Class.Ripening.Balanced.Accuracy","testCM.Class.Vegetative.Balanced.Accuracy"
"1","WithMasking_LOOCV_LS8_fda_noProc_0001_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","fda",530,224,5,"noProc","Phase ~ Blue + Green + Red + NIR + SWIR1",0.720754716981132,0.621086598426186,0.665178571428571,0.544986728779589,0.599264669378442,0.726652746850617,0.330357142857143,1.45036119792716e-24,NA,0.633333333333333,0.571428571428571,0.604166666666667,0.783783783783784,0.951219512195122,0.917582417582418,0.852272727272727,0.826666666666667,0.826086956521739,0.615384615384615,0.527272727272727,0.69047619047619,0.876404494382023,0.902702702702703,0.887573964497041,0.885714285714286,0.826086956521739,0.615384615384615,0.527272727272727,0.69047619047619,0.633333333333333,0.571428571428571,0.604166666666667,0.783783783783784,0.716981132075472,0.592592592592593,0.563106796116505,0.734177215189873,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.169642857142857,0.107142857142857,0.129464285714286,0.258928571428571,0.205357142857143,0.174107142857143,0.245535714285714,0.375,0.792276422764228,0.744505494505495,0.728219696969697,0.805225225225225
"2","WithMasking_LOOCV_LS8_fda_noProc_0002_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","fda",530,224,23,"noProc","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI",0.70377358490566,0.599509072532127,0.651785714285714,0.529614473400818,0.585473136322913,0.714020209982969,0.330357142857143,8.75148472331803e-23,NA,0.616666666666667,0.619047619047619,0.6875,0.675675675675676,0.902439024390244,0.934065934065934,0.840909090909091,0.853333333333333,0.69811320754717,0.684210526315789,0.540983606557377,0.694444444444444,0.865497076023392,0.913978494623656,0.907975460122699,0.842105263157895,0.69811320754717,0.684210526315789,0.540983606557377,0.694444444444444,0.616666666666667,0.619047619047619,0.6875,0.675675675675676,0.654867256637168,0.65,0.605504587155963,0.684931506849315,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.165178571428571,0.116071428571429,0.147321428571429,0.223214285714286,0.236607142857143,0.169642857142857,0.272321428571429,0.321428571428571,0.759552845528455,0.776556776556777,0.764204545454545,0.764504504504504
"3","WithMasking_LOOCV_LS8_fda_noProc_0003_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","fda",530,224,2,"noProc","Phase ~ LSWI + EVI",0.667924528301887,0.551859485272569,0.616071428571429,0.480362537764351,0.548953516032298,0.680073555170329,0.330357142857143,2.10187387472061e-18,NA,0.683333333333333,0.476190476190476,0.625,0.635135135135135,0.902439024390244,0.923076923076923,0.823863636363636,0.833333333333333,0.719298245614035,0.588235294117647,0.491803278688525,0.652777777777778,0.88622754491018,0.884210526315789,0.889570552147239,0.822368421052632,0.719298245614035,0.588235294117647,0.491803278688525,0.652777777777778,0.683333333333333,0.476190476190476,0.625,0.635135135135135,0.700854700854701,0.526315789473684,0.55045871559633,0.643835616438356,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.183035714285714,0.0892857142857143,0.133928571428571,0.209821428571429,0.254464285714286,0.151785714285714,0.272321428571429,0.321428571428571,0.792886178861789,0.6996336996337,0.724431818181818,0.734234234234234
"4","WithMasking_LOOCV_LS8_fda_noProc_0004_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","fda",530,224,1,"noProc","Phase ~ EVI",0.509433962264151,0.343915746974299,0.495535714285714,0.325157299776048,0.428269412665355,0.562921715416532,0.330357142857143,2.3595868694689e-07,0.000223090428926,0.666666666666667,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.801136363636364,0.866666666666667,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.857142857142857,0.888888888888889,0.87037037037037,0.718232044198895,0.476190476190476,0.6,0.435483870967742,0.534883720930233,0.666666666666667,0.5,0.5625,0.310810810810811,0.555555555555556,0.545454545454545,0.490909090909091,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.178571428571429,0.09375,0.120535714285714,0.102678571428571,0.375,0.15625,0.276785714285714,0.191964285714286,0.699186991869919,0.711538461538462,0.681818181818182,0.588738738738739
"5","WithMasking_LOOCV_LS8_fda_noProc_0005_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","fda",530,224,6,"noProc","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2",0.722641509433962,0.62442695101787,0.691964285714286,0.582495948136143,0.627014289265969,0.75174962627592,0.330357142857143,2.32422241829485e-28,NA,0.7,0.571428571428571,0.666666666666667,0.77027027027027,0.939024390243902,0.928571428571429,0.852272727272727,0.866666666666667,0.807692307692308,0.648648648648649,0.551724137931034,0.74025974025974,0.895348837209302,0.903743315508021,0.903614457831325,0.884353741496599,0.807692307692308,0.648648648648649,0.551724137931034,0.74025974025974,0.7,0.571428571428571,0.666666666666667,0.77027027027027,0.75,0.607594936708861,0.60377358490566,0.754966887417219,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.107142857142857,0.142857142857143,0.254464285714286,0.232142857142857,0.165178571428571,0.258928571428571,0.34375,0.819512195121951,0.75,0.759469696969697,0.818468468468468
"6","WithMasking_LOOCV_LS8_nnet_noProc_0001_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","nnet",530,224,5,"noProc","Phase ~ Blue + Green + Red + NIR + SWIR1",0.733962264150943,0.640454952224243,0.700892857142857,0.594685103165172,0.636315477320197,0.760063369264665,0.330357142857143,1.07146168338839e-29,NA,0.7,0.571428571428571,0.666666666666667,0.797297297297297,0.926829268292683,0.923076923076923,0.863636363636364,0.886666666666667,0.777777777777778,0.631578947368421,0.571428571428571,0.776315789473684,0.894117647058823,0.903225806451613,0.904761904761905,0.898648648648649,0.777777777777778,0.631578947368421,0.571428571428571,0.776315789473684,0.7,0.571428571428571,0.666666666666667,0.797297297297297,0.736842105263158,0.6,0.615384615384615,0.786666666666667,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.107142857142857,0.142857142857143,0.263392857142857,0.241071428571429,0.169642857142857,0.25,0.339285714285714,0.813414634146342,0.747252747252747,0.765151515151515,0.841981981981982
"7","WithMasking_LOOCV_LS8_nnet_noProc_0002_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","nnet",530,224,23,"noProc","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI",0.728301886792453,0.632660133613138,0.665178571428571,0.546607653694608,0.599264669378442,0.726652746850617,0.330357142857143,1.45036119792716e-24,NA,0.616666666666667,0.619047619047619,0.604166666666667,0.77027027027027,0.920731707317073,0.906593406593407,0.863636363636364,0.86,0.74,0.604651162790698,0.547169811320755,0.730769230769231,0.867816091954023,0.911602209944751,0.888888888888889,0.883561643835617,0.74,0.604651162790698,0.547169811320755,0.730769230769231,0.616666666666667,0.619047619047619,0.604166666666667,0.77027027027027,0.672727272727273,0.611764705882353,0.574257425742574,0.75,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.165178571428571,0.116071428571429,0.129464285714286,0.254464285714286,0.223214285714286,0.191964285714286,0.236607142857143,0.348214285714286,0.76869918699187,0.762820512820513,0.733901515151515,0.815135135135135
"8","WithMasking_LOOCV_LS8_nnet_noProc_0003_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","nnet",530,224,2,"noProc","Phase ~ LSWI + EVI",0.666037735849057,0.547556923136283,0.602678571428571,0.45398773006135,0.53535198127968,0.667249605028125,0.330357142857143,6.77396300346743e-17,8.34794755530018e-09,0.566666666666667,0.357142857142857,0.541666666666667,0.810810810810811,0.963414634146341,0.928571428571429,0.829545454545455,0.733333333333333,0.85,0.535714285714286,0.464285714285714,0.6,0.858695652173913,0.862244897959184,0.869047619047619,0.887096774193548,0.85,0.535714285714286,0.464285714285714,0.6,0.566666666666667,0.357142857142857,0.541666666666667,0.810810810810811,0.68,0.428571428571429,0.5,0.689655172413793,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.151785714285714,0.0669642857142857,0.116071428571429,0.267857142857143,0.178571428571429,0.125,0.25,0.446428571428571,0.765040650406504,0.642857142857143,0.685606060606061,0.772072072072072
"9","WithMasking_LOOCV_LS8_nnet_noProc_0004_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","nnet",530,224,1,"noProc","Phase ~ EVI",0.530188679245283,0.37344512600414,0.491071428571429,0.319402985074627,0.423872720791417,0.558509536553938,0.330357142857143,4.73612442422606e-07,0.000328520330788586,0.65,0.5,0.5625,0.310810810810811,0.731707317073171,0.923076923076923,0.795454545454545,0.866666666666667,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.851063829787234,0.888888888888889,0.869565217391304,0.718232044198895,0.469879518072289,0.6,0.428571428571429,0.534883720930233,0.65,0.5,0.5625,0.310810810810811,0.545454545454546,0.545454545454545,0.486486486486486,0.393162393162393,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.174107142857143,0.09375,0.120535714285714,0.102678571428571,0.370535714285714,0.15625,0.28125,0.191964285714286,0.690853658536585,0.711538461538462,0.678977272727273,0.588738738738739
"10","WithMasking_LOOCV_LS8_nnet_noProc_0005_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","nnet",530,224,6,"noProc","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2",0.741509433962264,0.650851353365743,0.700892857142857,0.594641313742437,0.636315477320197,0.760063369264665,0.330357142857143,1.07146168338839e-29,NA,0.7,0.547619047619048,0.729166666666667,0.77027027027027,0.926829268292683,0.945054945054945,0.846590909090909,0.88,0.777777777777778,0.696969696969697,0.564516129032258,0.76,0.894117647058823,0.900523560209424,0.919753086419753,0.885906040268456,0.777777777777778,0.696969696969697,0.564516129032258,0.76,0.7,0.547619047619048,0.729166666666667,0.77027027027027,0.736842105263158,0.613333333333333,0.636363636363636,0.76510067114094,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.102678571428571,0.15625,0.254464285714286,0.241071428571429,0.147321428571429,0.276785714285714,0.334821428571429,0.813414634146342,0.746336996336996,0.787878787878788,0.825135135135135
"11","WithMasking_LOOCV_LS8_rf_noProc_0001_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","rf",530,224,5,"noProc","Phase ~ Blue + Green + Red + NIR + SWIR1",0.686792452830189,0.576306284613532,0.638392857142857,0.510574018126888,0.571735049464789,0.701333768244764,0.330357142857143,4.43342760079857e-21,NA,0.7,0.5,0.541666666666667,0.72972972972973,0.932926829268293,0.901098901098901,0.823863636363636,0.86,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.894736842105263,0.886486486486487,0.868263473053892,0.865771812080537,0.792452830188679,0.538461538461538,0.456140350877193,0.72,0.7,0.5,0.541666666666667,0.72972972972973,0.743362831858407,0.518518518518519,0.495238095238095,0.724832214765101,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.09375,0.116071428571429,0.241071428571429,0.236607142857143,0.174107142857143,0.254464285714286,0.334821428571429,0.816463414634146,0.700549450549451,0.682765151515151,0.794864864864865
"12","WithMasking_LOOCV_LS8_rf_noProc_0002_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","rf",530,224,23,"noProc","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2 + CVI + DVI + EGI + EVI + EVI2 + GLI + GNDVI + GSAVI + LSWI + MNDWI + MSAVI + NDVI + NDWI + SAVI + SR + TVI",0.69622641509434,0.587911159190021,0.691964285714286,0.58274391231575,0.627014289265969,0.75174962627592,0.330357142857143,2.32422241829485e-28,NA,0.7,0.619047619047619,0.604166666666667,0.783783783783784,0.914634146341463,0.923076923076923,0.863636363636364,0.886666666666667,0.75,0.65,0.547169811320755,0.773333333333333,0.892857142857143,0.91304347826087,0.888888888888889,0.89261744966443,0.75,0.65,0.547169811320755,0.773333333333333,0.7,0.619047619047619,0.604166666666667,0.783783783783784,0.724137931034483,0.634146341463415,0.574257425742574,0.778523489932886,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.116071428571429,0.129464285714286,0.258928571428571,0.25,0.178571428571429,0.236607142857143,0.334821428571429,0.807317073170732,0.771062271062271,0.733901515151515,0.835225225225225
"13","WithMasking_LOOCV_LS8_rf_noProc_0003_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","rf",530,224,2,"noProc","Phase ~ LSWI + EVI",0.613207547169811,0.476688180329448,0.616071428571429,0.480250377725016,0.548953516032298,0.680073555170329,0.330357142857143,2.10187387472061e-18,0.173480064796516,0.75,0.476190476190476,0.5,0.662162162162162,0.914634146341463,0.884615384615385,0.846590909090909,0.84,0.76271186440678,0.48780487804878,0.470588235294118,0.671232876712329,0.909090909090909,0.879781420765027,0.861271676300578,0.834437086092715,0.76271186440678,0.48780487804878,0.470588235294118,0.671232876712329,0.75,0.476190476190476,0.5,0.662162162162162,0.756302521008403,0.481927710843373,0.484848484848485,0.666666666666667,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.200892857142857,0.0892857142857143,0.107142857142857,0.21875,0.263392857142857,0.183035714285714,0.227678571428571,0.325892857142857,0.832317073170732,0.68040293040293,0.673295454545455,0.751081081081081
"14","WithMasking_LOOCV_LS8_rf_noProc_0004_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","rf",530,224,1,"noProc","Phase ~ EVI",0.405660377358491,0.196838347781744,0.4375,0.238711765657873,0.371517274339946,0.505159062559034,0.330357142857143,0.000531988018196767,0.0442647626440365,0.45,0.380952380952381,0.479166666666667,0.432432432432432,0.810975609756098,0.912087912087912,0.772727272727273,0.74,0.46551724137931,0.5,0.365079365079365,0.450704225352113,0.801204819277108,0.864583333333333,0.84472049689441,0.725490196078431,0.46551724137931,0.5,0.365079365079365,0.450704225352113,0.45,0.380952380952381,0.479166666666667,0.432432432432432,0.457627118644068,0.432432432432432,0.414414414414414,0.441379310344828,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.120535714285714,0.0714285714285714,0.102678571428571,0.142857142857143,0.258928571428571,0.142857142857143,0.28125,0.316964285714286,0.630487804878049,0.646520146520146,0.62594696969697,0.586216216216216
"15","WithMasking_LOOCV_LS8_rf_noProc_0005_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","rf",530,224,6,"noProc","Phase ~ Blue + Green + Red + NIR + SWIR1 + SWIR2",0.688679245283019,0.577980677354284,0.683035714285714,0.570742240215924,0.617739143253974,0.74340954074368,0.330357142857143,4.64078850730712e-27,NA,0.733333333333333,0.547619047619048,0.625,0.756756756756757,0.926829268292683,0.923076923076923,0.846590909090909,0.88,0.785714285714286,0.621621621621622,0.526315789473684,0.756756756756757,0.904761904761905,0.898395721925134,0.892215568862275,0.88,0.785714285714286,0.621621621621622,0.526315789473684,0.756756756756757,0.733333333333333,0.547619047619048,0.625,0.756756756756757,0.758620689655172,0.582278481012658,0.571428571428571,0.756756756756757,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.196428571428571,0.102678571428571,0.133928571428571,0.25,0.25,0.165178571428571,0.254464285714286,0.330357142857143,0.830081300813008,0.735347985347985,0.735795454545455,0.818378378378378
"16","WithMasking_LOOCV_LS8_svmLinear_noProc_0001_2018_indramayu_edit.csv","100","WithMasking","LOOCV","LS8","svmLinear",530,224,5,"noProc","Phase ~ Blue + Green + Red + NIR + SWIR1",0.715094339622641,0.613631755288847,0.705357142857143,0.599306157849089,0.640976035643478,0.764210155429103,0.330357142857143,2.22916680324867e-30,NA,0.7,0.619047619047619,0.625,0.810810810810811,0.932926829268293,0.923076923076923,0.892045454545455,0.853333333333333,0.792452830188679,0.65,0.612244897959184,0.731707317073171,0.894736842105263,0.91304347826087,0.897142857142857,0.901408450704225,0.792452830188679,0.65,0.612244897959184,0.731707317073171,0.7,0.619047619047619,0.625,0.810810810810811,0.743362831858407,0.634146341463415,0.618556701030928,0.769230769230769,0.267857142857143,0.1875,0.214285714285714,0.330357142857143,0.1875,0.116071428571429,0.133928571428571,0.267857142857143,0.236607142857143,0.178571428571429,0.21875,0.366071428571429,0.816463414634146,0.771062271062271,0.758522727272727,0.832072072072072
